All reviews for S&P Global Market Intelligence as of 2019-09-17 22:36 PDT. (No filters were used to create this file.)
# -------------------------------------------------------
# Employer's Name: S&P Global Market Intelligence
# Content: Glassdoor Reviews
# All Reviews through 2019-09-16
# -------------------------------------------------------
Employer's Name,Review Link,Job Title,Review Date,Review City/Town Name,Review State Name,Review Country Name,Current Job,Length of Employment,Employment Status,Overall Satisfaction,Career Opportunities,Compensation & Benefits,Senior Leadership,Work-Life Balance,Culture & Values,Business Outlook,Recommend to Friend,CEO Approval,Pros,Cons,Advice to Sr. Management,Headline,Employer Response
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20551675.htm, ,2018-05-12, , , ,Yes, ,Full-time,5.0,3.0,3.0,4.0,5.0,5.0,Getting Better,Yes,No Rating,"Work life balance, different types of events like family dinner, outing, annual day and many more,
Good support from managers, exposure to new technologies.","No cons, nothing as such",I would suggest to rectify and improve evaluation process.,Senior software developer, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20546288.htm,Product Specialist,2018-05-11, , , ,No,More than 5 years,Contract,1.0,1.0,1.0,1.0,1.0,1.0,Getting Worse,No,Disapprove,"Absolutely Nothing .
Long back before 2014 it use to be super smart company.
Huge brand name 
Good 401k
Good medical","Politics (More than senate)
PoorTechnology
Bad work culture
Week management
Lot more

BTW HR is the bad system out of all segments","No Advice , Good luck with your product","Not a Wall Street company, Stay Away!", 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20540200.htm,Sales Associate,2018-05-11,New York,New York State,US,Yes,More than 3 years,Full-time,4.0,4.0,4.0,4.0,4.0,4.0,Getting Better,Yes,Approve,"S&amp;P is a great place to work when you want the security of a well respected brand, reasonable pay, career growth opportunities, work/life balance and a good group of coworkers.",Systems and processes and be difficult at times but you can't win them all, ,A Great Company, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20535918.htm,Director,2018-05-10,Shanghai,Shanghai,China,No,More than 5 years,Full-time,4.0,3.0,4.0,4.0,5.0,5.0,Getting Better,Yes,No Opinion,"nice life style, easy job",in the retirement mindset at a young age,wake up,Sleep dragon, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20513687.htm,Senior Analyst,2018-05-09, , , ,Yes,More than 3 years,Full-time,3.0,2.0,3.0,3.0,4.0,3.0,Staying the Same, ,No Rating,"Work Life balance, pay, casual work environment.",Limited exposure to broad industry required experience, ,"For non ambitious guys, slow growth", 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20484045.htm,Paralegal,2018-05-08,New York,New York State,US,No,More than 8 years,Full-time,3.0,2.0,5.0,3.0,3.0,3.0,Staying the Same,No,No Opinion,"Great compensation, amazing benefits package, the fact that the main company has been around for over 75 years.  The people are extremely caring.  They also are very involved in volunteer opportunities and through their group Spectrum, are very inclusive and accepting of their LGBTQ community.  They also have groups and special events for every culture and walk of life.","Even though this company has been around for 75 years, this particular division is quite new and is experiencing some major growing pains.  There have been a lot of jobs loss due to re-organizations every few months and this division has had a big hit in morale.","Look to the people you still have left there and allow for true honest feedback.  And look for ways to keep the valuable resources you have in the company, instead of letting those resources go.",Market Intelligence Review, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20435155.htm,Data Researcher,2018-05-04,Gurgaon,Haryana,India,Yes,More than a year,Full-time,5.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,"work life balance
good work culture","monotonous work
less pay now due to cost cutting", ,Data Researcher, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20415947.htm, ,2018-05-03, , , ,Yes,Less than a year,Full-time,4.0,5.0,2.0,4.0,3.0,5.0, ,Yes,No Rating,"friendly environment, great work-life balance","None as such, all is good", ,Data Researcher, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20414166.htm,Manager,2018-05-03,New York,New York State,US,Yes,More than 10 years,Full-time,4.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,"Amazing Product 
Focus on the Client","Lack of Growth 
Only one HRBP", ,Too Many Changes, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20396967.htm,Research Associate,2018-05-02,Buenos Aires,Federal Capital,Argentina,No,More than 3 years, ,4.0,4.0,4.0,3.0,5.0,4.0,Getting Better,Yes,No Opinion,"Friendly environment, independent work within a team, no direct supervision,",lot of changes in a short period of time, ,Research Associated, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20385630.htm,Data Researcher II,2018-05-01,Hyderabad,Telangana,India,Yes,More than 3 years,Full-time,5.0,3.0,4.0,3.0,5.0,3.0,Getting Better,Yes,Approve,Team bonding. No politics. Nice benefits and flexibility for the employees. Transportation is free and work from home options are open even though it's limited,Conservative mentality from the management from initial stages of the comany still continues even though we need to adopt cutting edge technology., ,Very Good, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20362834.htm,Data Researcher,2018-04-30,Ahmedabad,Gujarat,India,Yes,More than a year,Full-time,2.0,1.0,1.0,2.0,2.0,4.0,Getting Worse,No,Disapprove,Slower Growth than ever expected,Nothing new to be learned,Salary is too low...,Data Researcher, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20347479.htm, ,2018-04-28,New York,New York State,US,Yes,More than a year, ,3.0,3.0,3.0,3.0,4.0,0.0, , ,No Rating,Its good and have work life balance,"no transparency
Leadership dont know your work. they will listen to other peers or their respective technology team but not all teams under them.", ,Its good, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20265864.htm, ,2018-04-23, , , ,No, ,Full-time,3.0,3.0,4.0,4.0,3.0,3.0, ,Yes,No Rating,good people to work with.,making changes too fast to adjust, ,Good company with lots of changes on the horizon, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20256037.htm, ,2018-04-22, , , ,Yes, ,Full-time,5.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,"Salary , bonus part , product","Simple product , old product , problems with structure",Structure,Good company, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20248461.htm,S R A,2018-04-21, , , ,Yes,More than 5 years,Full-time,1.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,No pros for this company,Office politics are huge which dents image,Focus on individual skills,SRA, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20197575.htm,Sales Executive,2018-04-17,Denver,Colorado,US,No,More than a year,Full-time,3.0,3.0,3.0,3.0,4.0,2.0,Staying the Same,No,No Opinion,Very well run and they really understand their strategy and corporate model.,Made you feel a bit like a number... and less of a valued employee,Value your employee a bit more and dont treat them like their an expendable resource... even if they are to you...,Decent Company, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20189532.htm, ,2018-04-17,New York,New York State,US,No,Less than a year,Full-time,5.0,4.0,5.0,5.0,5.0,4.0, , ,No Rating,"Nice environment, good team dynamics",There is not much to say about the cons, ,Application Specialist, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20166170.htm, ,2018-04-15, , , ,Yes, ,Full-time,4.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,"Good company, good working environment","Average growth, use their own software", ,Content Analyst, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20152364.htm, ,2018-04-14, , , ,No, ,Full-time,5.0,5.0,5.0,5.0,4.0,5.0,Getting Better,Yes,Approve,"Working alongside smart, passionate and driven people around the world. Products that customers love.","The pace is quick, with a premium on the need to be flexible. Pressure and urgency aren't for everyone.",Ignore or remove the passive blockers to progress to get over the change hump and solidify the new culture.,Content, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20127453.htm,Associate,2018-04-12,Hyderabad,Telangana,India,No,More than a year,Full-time,3.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,good for starters ONLY that to up to 3 years enough,Management politics and one way communication from MANAGEMENT,better to skip politics in performance and promotions issue,Satisfied, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20115378.htm,Senior Account Executive,2018-04-11,Denver,Colorado,US,No,More than 10 years,Full-time,1.0,1.0,1.0,1.0,1.0,1.0,Getting Worse,No,Disapprove,I am HAPPY to see what goes around comes around!,"I worked for a Denver based company named COMPUSTAT, a Mcgraw Hill / Standard and Poor's Company for 15+ years from 1995-2011. In 2010 CapitalIQ was purchased by McGraw Hill and created a poison pill for COMPUSTAT and all of its Denver, New York, San Francisco ect, ect... staff.  The market est is that McGraw paid in excess of 10 times the MARKET VALUE for CAPIQ... Massive layoff, Horrific work place. Be very careful they will attempt to fire you with cause, worked for MGH for 15 years and they fired me and many others. Will attempt to block your unemployment, fight it!",Nothing...,I Love This!, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20108573.htm,Research Data Analyst,2018-04-11,Islamabad,Islamabad,Pakistan,Yes,More than a year,Full-time,4.0,5.0,4.0,5.0,2.0,5.0,Getting Better,Yes,Approve,"One of the best cultures, I have experienced. You can  go as much ahead in your as want.",Growth is much slow and there is too many layers in between different positions,Please review the current titles of the employees,My review, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20056006.htm,Research Associate,2018-04-07,Hyderabad,Telangana,India,Yes,More than a year,Full-time,1.0,1.0,4.0,1.0,2.0,3.0,Getting Worse,No,Disapprove,"Good pay
Flexible (limited to team)","Managers are full of Nepotism
More of telugu speaking company then english, if you know telugu it's good for else try to look for other alternatives
Limited learning
Unprofessional managment
Manager are more focused on building their number then to innovation, so if you are innovative it's a worst company to go for.","Be transparent
Focus more on employees then to just on managers and director.
Don't just say, implement it too",MNC but full of Nepotism, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20036787.htm, ,2018-04-05, , , ,No, ,Contract,2.0,1.0,3.0,1.0,3.0,1.0, , ,No Rating,"Good pay, decent workload, work-life balance","Managers with titles but do not resolve issues, just get the pay and title.",Listen to your employees,Ineffective Management, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20022229.htm,JRA,2018-04-04,Hyderabad,Telangana,India,Yes,More than a year,Full-time,1.0,0.0,0.0,0.0,0.0,0.0,Getting Worse,No,Disapprove,If you are locatite and dnt want to grow this is best place,Its work exp hardly counts.......Please dont join.....Espcially in conversion and translation or Data inputs in short, ,Danger, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW20012216.htm,Applications Associate,2018-04-04,Hyderabad,Telangana,India,Yes,Less than a year,Full-time,4.0,3.0,3.0,5.0,3.0,4.0,Getting Better,Yes,Approve,"happy, happening, good work culture",less pay as per the job,try to ease the employee,good culture, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19965073.htm,Business Analyst,2018-04-01,New York,New York State,US,No,More than 5 years,Full-time,3.0,3.0,3.0,1.0,4.0,3.0,Staying the Same,No,No Opinion,"Work from home policy, smart talented workers in IT as well as all areas of finance","Politics, constant organizational changes, bad upper level management",Stop making org changes all the time,IT group, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19905582.htm, ,2018-03-28,New York,New York State,US,Yes,More than 3 years,Full-time,4.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,Flexible timings and Easy approach to others,Don't share to have, ,Good time to work, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19902865.htm, ,2018-03-27, , , ,Yes, ,Full-time,3.0,2.0,4.0,1.0,3.0,1.0,Staying the Same,No,No Opinion,Best pay in industry and for freshers,"Unique process and tools, where our experience won't consider in all",Need to look for employees and their work,JRA, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19887835.htm, ,2018-03-27, , , ,Yes, ,Full-time,3.0,3.0,3.0,4.0,4.0,4.0,Getting Better,Yes,Approve,"Working Culture is good. Better than other IT Firms. Different Communities like WIT, Employee Engagement etc makes work culture awesome",Process of resource utilization for tech projects sometime make you feel less motivated,Utilize resources as per their tech Skills,Work Culture and Projects, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19798038.htm, ,2018-03-21, , , ,Yes,More than a year,Full-time,3.0,1.0,3.0,1.0,5.0,3.0,Getting Better,No,Disapprove,"Working environment, culture, no pressure, friendly atmosphere","No learning,  no growth", ,Data researcher - 2, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW27161250.htm,Research Associate,2018-03-20,Buenos Aires,Federal Capital,Argentina,Yes, , ,3.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,"Beneficios como frutas,2 recreos de 15 minutos, horario flexible (entrada de 7-10 y de ahi 9 hs), prepaga osde, descuentos en gimnasios y 5 dias personales para usar cuando quieras.","Salario muy reducido, hay que pagar adhesion al sindicato de comercio y los ascensos son muy lentos. No vi posibilidad de hacer carrera ahi adentro.", ,Bueno si estas empezando tu carrera, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19759858.htm, ,2018-03-19, , , ,Yes, ,Full-time,4.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,"Flexible work environment 
Cognisant of diverse culture",Not so great bonus structure., ,Relationship Manager, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19759081.htm,Client Relations Associate,2018-03-19,Islamabad,Islamabad,Pakistan,Yes,More than a year,Full-time,3.0,3.0,4.0,4.0,5.0,5.0, , ,No Rating,"Good culture, great colleagues, good team","Night shift, had to adjust personal life", ,Time well spent, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19753762.htm,Business Intelligence Developer,2018-03-19,Islamabad,Islamabad,Pakistan,No,More than a year,Full-time,4.0,4.0,5.0,1.0,4.0,2.0, ,Yes,Disapprove,"Exposure to clients working in the US, good benefits and compensation",No notice period was given when I was laid off because they were closing down our department., ,Overall my experience was good, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19734388.htm, ,2018-03-17, , , ,No, ,Full-time,4.0,0.0,0.0,0.0,0.0,0.0, ,Yes,No Rating,"Mostly, a good work environment.",None I can think of., ,Good place  to work, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19730808.htm, ,2018-03-16, , , ,No, ,Full-time,1.0,1.0,3.0,1.0,3.0,2.0,Staying the Same,No,Disapprove,"Had a good set of employees one could work with.
Had a human touch
Flexible WFH policy","A merry go round of CEOs/CTOs/C-level execs  led to the Hail Mary pass in which SNL was acquired to revitalize the Cap IQ part of the company. What resulted was a complete takeover of Cap IQ by SNL management who found NYC area employees expendable because of ""high costs"" and preferred hiring in Charlottesville, India and Pakistan. To save on severance, the new management was ruthless in handing out Performance Improvement Plans to employees who had great reviews consistently in the previous years. HR was a willing partner in the whole charade. SNL takeover has led to a continuous outflow of experienced, talented employees who see the writing on the wall. Some have moved over to the Ratings side but it seems this story will soon play out in Ratings as well with the appointment of an old SNL hand as CTO of Ratings and the blood letting may start soon. The new management has failed to create a culture of trust and open communication despite their high sounding talk.",Work to fix the culture of distrust and divisiveness that you have created.,Chaotic and Rudderless, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19701348.htm,Software Developer,2018-03-15,Gurgaon,Haryana,India,Yes,More than 3 years,Full-time,3.0,3.0,3.0,2.0,4.0,3.0,Staying the Same,Yes,No Opinion,"Good Work-life balance, WFH policy",Less challenging work(maybe pros for some people), ,Good work-life balance, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19679315.htm,Senior QA Engineer,2018-03-14,Ahmedabad,Gujarat,India,Yes,More than a year,Contract,3.0,2.0,4.0,4.0,4.0,2.0,Getting Better,Yes,Approve,"good infrastructure
good process
good environment work wise","no pick drop
Too less opportunity
no onsite opportunity
Promotions or Post take No. Of Years of experience as first criteria over Performance",Need to Hire some energetic managers,Good Work-Life Balance : Not ample amount of Opportunites, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19670762.htm,Senior Financial Analyst,2018-03-13,Ahmedabad,Gujarat,India,Yes,More than 3 years,Full-time,3.0,3.0,2.0,3.0,4.0,4.0,Getting Better,Yes,Approve,Great working environment for employees,Paycheck is comparatively low,NC,Analyst Review, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW26983819.htm,Paralegal,2018-03-13,Buenos Aires,Federal Capital,Argentina,No,More than a year, ,4.0,4.0,3.0,0.0,4.0,4.0, ,Yes,No Rating,"excelente ambiente de trabajo en general, buen trato por parte de los socios. Dependiendo de la etapa del año y la cantidad de trabajo se suelen abrir oportunidades para hacer trabajos mas importantes",puede llega a ser un poco extenuante seguir todos los protocolos de carga y formularios de alta pero con el tiempo uno se acostumbra y salen solos, ,Equilibrado, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19607915.htm, ,2018-03-09, , , ,No, ,Full-time,3.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,Informative and  help to gain knowledge,Less remuneration as compared to industry,Improve pay scale,Very good atmosphere, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19587129.htm,Junior Research Associate,2018-03-08,Hyderabad,Telangana,India,No,More than 3 years,Full-time,3.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,"Good company for freshers to start 
Good pay for starters","Less Opportunities to grow
Learning wise nothing more,
Culture wise its looks like a MNC but not.", ,Junior Research Analyst, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19553782.htm, ,2018-03-06, , , ,Yes, ,Full-time,2.0,1.0,3.0,3.0,3.0,2.0,Getting Worse,No,No Opinion,"Good benefits, paid vacation, sick days","Experience depends on immediate manager. Overall, management is poor and does not support professional development or career mobility","focus more on retaining talent, providing hard skills training, rewarding hard work, and promoting from within",not a place to develop professonially, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19548358.htm,Research Associate,2018-03-06,Gurgaon,Haryana,India,No,More than a year,Full-time,3.0,3.0,4.0,2.0,4.0,2.0,Getting Better, ,No Rating,"Comfortable Work environment, company takes care of employees, invests in training and mentorship","Non stimulating work, slow and tedious career progression", ,Research Associate in M&amp;A, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19495622.htm,Database Administrator II,2018-03-02,Gurgaon,Haryana,India,Yes,More than 3 years,Full-time,4.0,4.0,4.0,4.0,3.0,3.0,Getting Better,Yes,Approve,good work culture and compesation,at times weird decisions baffles the employees, ,Database Administrator II, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19425383.htm,Developer,2018-02-26,Gurgaon,Haryana,India,Yes,More than 3 years,Full-time,3.0,2.0,3.0,4.0,5.0,5.0,Getting Better,Yes,Approve,Best people to work with,Slow career growth and less amount of new work.,NA,Nice company with slow careergrowth, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19411771.htm, ,2018-02-25, , , ,Yes, ,Full-time,1.0,1.0,1.0,1.0,1.0,1.0,Getting Worse,No,Disapprove,Until the SNL clown show is purged there isn't anything positive to say about this work place.,SNL clown show raises the toxicity level to work at this organization., ,Senior Engineer, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19408532.htm, ,2018-02-25, , , ,No, ,Full-time,4.0,4.0,4.0,4.0,4.0,4.0,Getting Better,Yes,Approve,It was really good environment to work and Explore,I have nothing in specific, ,Good to work, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19404313.htm,Financial Language Editor,2018-02-24,Manila,Manila,Philippines,No,More than 5 years,Full-time,4.0,1.0,5.0,4.0,4.0,4.0, , ,No Rating,Provides accurate and timely financial translation. Follows a strict standard guidelines for the linguists to follow to maintain translation consistency.,Flat organization. No room for career growth so most of the tenured ones leave the company.,Cross-training to other departments or provide more career growth opportunities.,Financial Language Editor, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19380276.htm, ,2018-02-23, , , ,No, ,Full-time,4.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,good life work balance at the firm,managers are worried about their jobs,lose the snl culture,sales director, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19374337.htm, ,2018-02-22, , , ,Yes,Less than a year,Full-time,4.0,4.0,5.0,5.0,5.0,5.0,Getting Better,Yes,Approve,One of the best company to work for.,"Continues changes,   Inconsistency , Parking fee", ,IT Helpdek, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19363635.htm,Junior Research Associate,2018-02-21,Hyderabad,Telangana,India,No,More than 3 years,Full-time,5.0,4.0,4.0,3.0,4.0,4.0,Getting Better,Yes,No Opinion,Can get a depth knowledge of  income statement.,Uncomfortable environment and less employee benefits.,Should be friendly with the employees.,Analysis of financial statements, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19360636.htm, ,2018-02-21, , , ,No, ,Full-time,1.0,1.0,1.0,1.0,1.0,1.0,Staying the Same,No,Disapprove,Can wear casual clothes to work,Terrible pay and work environment, ,Terrible place to work with low pay, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19327222.htm, ,2018-02-19,Hyderabad,Telangana,India,Yes,Less than a year,Full-time,4.0,3.0,4.0,2.0,4.0,3.0,Getting Better,Yes,No Rating,"Work life balance
Visibility on project","Quality of work
Stringent working hours",Accept suggestions from others,Nice company to work with, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19302041.htm,Research Analyst,2018-02-18,Buenos Aires,Federal Capital,Argentina,Yes,Less than a year,Full-time,4.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,"International environment, possibility to grow,  overall attention to employees","Salary,  unequal growth opportunities, outdated performance awards", ,S&P pros and cons, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW26970549.htm,Financial Editor,2018-02-16,Buenos Aires,Federal Capital,Argentina,No,for more than 7 years, ,4.0,2.0,5.0,0.0,4.0,1.0, ,Yes,No Rating,"Bonos, sueldo, prepaga, Home office. Siempre los sueldos estuvieron sobre la media del gremio. El bono es algo que se extraña en cualquier otra comañia futura.","El management basicamente, que acomoda las metricas y hace llegar a la gente que quiere que llegue. La empresa debe poner mas tiempo y cuidado de elegir gente idonea para liderar.","Poner mucho mas tiempo y recursos a la seleccion de management, que en mi experiencia nunca estuvo a la altura de los empleados, que fueron siempre excelentes profesionales y humanos.",Excelente lugar para trabajar arruinado por un pobre management local., 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19284959.htm, ,2018-02-16, , , ,Yes,More than 8 years,Full-time,5.0,4.0,4.0,2.0,3.0,3.0,Getting Better,Yes,No Opinion,Good people and teams.  Pay and benefits are good and the company is growing.,Normal Large Corp work issues.  Lots of outsourcing, ,Current Employee, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19263780.htm, ,2018-02-15, , , ,Yes, ,Full-time,4.0,4.0,4.0,1.0,5.0,3.0,Getting Better,Yes,Disapprove,Flexible work hours and good work life balance,Disapprove of Management. Doesn't see facts but bases major decisions on ego and emotions.,Remove Bell Curve appraisal policy which all the other companies are gradually doing away from.,Business Analyst, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19244471.htm,Data Researcher,2018-02-14,Ahmadabad,Bihar,India,Yes,More than a year,Full-time,3.0,1.0,4.0,4.0,5.0,5.0,Getting Better,Yes,Approve,"Good work culture, work life balance, friendly environment, flexible shifts","Not good amount of salary, monotonous work fewer chances of growth",Don't hire people from outside Ahmedabad especially for Ahmedabad location only,Overall, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19215771.htm, ,2018-02-12, , , ,Yes, ,Full-time,3.0,3.0,3.0,4.0,4.0,4.0,Staying the Same,Yes,No Opinion,Great opportunities to enhance your soft skills,Experience will not gonna account in any other industry.,Try to enhance your operations in technical fields so candidates who has professional knowledge can excel in their field,S&P Global Market Intelligence, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19198289.htm,Network Engineer,2018-02-12,Ahmedabad,Gujarat,India,Yes,More than 5 years,Full-time,5.0,5.0,5.0,5.0,5.0,5.0,Getting Better,Yes,Approve,"Vast exp. in field of LAN, WAN",Nothing much but not like jobs related to field work, ,Network Engineer, 
S&P Global Market Intelligence,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW19197063.htm, ,2018-02-11, , , ,Yes, ,Full-time,5.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,it is  a good place to work,"there are no cons. I like it,",No advice,Dunno, 
