All reviews for S&P Global as of 2019-09-17 22:36 PDT. (No filters were used to create this file.)
# -------------------------------------------------------
# Employer's Name: S&P Global
# Content: Glassdoor Reviews
# All Reviews through 2019-09-16
# -------------------------------------------------------
Employer's Name,Review Link,Job Title,Review Date,Review City/Town Name,Review State Name,Review Country Name,Current Job,Length of Employment,Employment Status,Overall Satisfaction,Career Opportunities,Compensation & Benefits,Senior Leadership,Work-Life Balance,Culture & Values,Business Outlook,Recommend to Friend,CEO Approval,Pros,Cons,Advice to Sr. Management,Headline,Employer Response
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW19511974.htm, ,2018-03-03, , , ,Yes, ,Contract,3.0,3.0,3.0,2.0,3.0,2.0, ,Yes,Approve,This is good company to learn.,Keep it up as it is., ,This is good company to learn., 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW19497813.htm,Research Associate,2018-03-02,Hyderabad,Telangana,India,Yes,Less than a year,Full-time,4.0,4.0,3.0,5.0,4.0,4.0,Getting Better, ,Approve,"--Best Work-Life balance
--Lot of learning for a fresher or an experienced with &lt;2 year
--Management is quite humble and professional
--Subsidized food","--Rotational shift happen sometimes due to project load
--Less outings",Just keep a track of the feedback by ana employee,Data Researcher, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW19460718.htm,Senior Credit Analyst,2018-02-28,Mumbai,Maharashtra,India,No,Less than a year,Full-time,5.0,2.0,5.0,3.0,4.0,3.0,Getting Better,Yes,No Opinion,Good opportunities for career growth if you can show good results and have a good working relationship with your manager,You would mostly be managed from US or UK or may be Singapore so opportunities to learn from.seniors and peers is very limited. Also team size is very small so it's difficult to get things done from the management. Processes are slow moving and there are many levels even for taking small decisions.,Scale up India operations and bring global benefits for Indian staff as well.,A leading company in he ratings space, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW19443116.htm,Software Development Engineer-II,2018-02-27,Islamabad,Islamabad,Pakistan,Yes,More than 3 years,Full-time,3.0,3.0,3.0,3.0,5.0,4.0,Staying the Same,Yes,Approve,"Corporate environment, good non salary benefits , exposure to multiple domains","Big company but they do lay offs :) 
HR is pathetic,  they are only here to please their bosses and not help employees in any case.  
Evening/Night job timings  
Financial domains that you work for are not really useful elsewhere in Pakistan","For Pakistan management, Show some guts when talking to Gora people, you are employees not slaves.",Overall decent place to work but not really for IT resources specially BI domain, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW19371650.htm, ,2018-02-22, , , ,Yes, ,Full-time,5.0,5.0,5.0,5.0,5.0,5.0,Getting Better,Yes,Approve,Good time working at the company,You experience the typical corporate pains, ,Associate, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW26967010.htm,Estagiário,2018-02-08,São Paulo,São Paulo,Brazil,No, , ,4.0,4.0,4.0,0.0,3.0,3.0, ,Yes,No Rating,"Investimento muito grande nos estagiarios. Ha muito treinamento e cursos voltados para os estudantes. O ambiente e agradavel, apesar de estar voltado ao mercado financeiro. A localizacao tambem e boa. Ha alimentos a disposicao para funcionarios.",O trabalho de estagiario e muito manual e entediante. Ha uma designacao clara do que e trabalho de estagiario e o que e trabalho dos efetivados. Pouquissimas vezes os estagiarios participam das reunioes., ,"Empresa boa, porem trabalho chato", 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW19152492.htm, ,2018-02-08, , , ,No, ,Contract,4.0,3.0,3.0,4.0,4.0,4.0, , ,No Rating,"Solid company, reputation and management.",Because of size it can be a bit bureaucratic., ,Analyst, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW19053946.htm, ,2018-02-02,Mumbai,Maharashtra,India,No,More than a year,Full-time,1.0,1.0,2.0,1.0,3.0,2.0,Getting Worse,No,No Opinion,The only good thing is office infrastructure. Leave and medical insurance policy is good.,"Management is biased and back stabbers. No growth, no clarity, no training programs, no recognition and no proper annual review. Think twice if you have to join Mumbai office. NY office runs Mumbai office without having understanding of local operation.","Think and evaluate situation using your own eyes and brains , without getting influenced by egoistic senior people.",Wrong decision of joining S&P Global, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW19027572.htm, ,2018-02-01,Denver,Colorado,US,No,More than 10 years,Full-time,4.0,4.0,5.0,3.0,5.0,4.0,Getting Better,Yes,Approve,"Great benefits, opportunity for lateral career moves, being a part of a global company/thought leader, frequent change (if you like that sort of thing)","Departmental woes, management issues, frequent re-orgs and acquisitions, power struggles across  disparately  located offices", ,"Great people to work with, usual corporate discomforts", 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW19004942.htm, ,2018-01-31, , , ,No, ,Full-time,4.0,3.0,3.0,3.0,2.0,3.0,Staying the Same,Yes,Approve,"Helpful and very friendly colleagues, assisting to progress your career in other areas and role well. Good team structure",Lack of career progression in role,Extend opportunities in the role,Associate Editorial Operations, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW18904014.htm,Senior Database Administrator,2018-01-24, , , ,Yes,More than 3 years,Full-time,3.0,4.0,5.0,3.0,3.0,5.0,Getting Better,No,Approve,"This is the good company who are ready to upgrade their selves with the technology. We are using latest technology and many third party tools.
Lots of things to learn","After the merger the career path is not clear.
Process are undefined.
No one knows how to proceed.
Lots of competition
Sometime you may feel lake of team spirit.", ,Latest technology, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW18823308.htm,Research Associate,2018-01-19,Hyderabad,Telangana,India,No,More than 3 years,Full-time,3.0,3.0,4.0,3.0,2.0,3.0, , ,Approve,"Good culture
good management
infrastructure is good",work life balance is an issue for night shift employees. some processes employees have to work night shifts, ,Research Associate, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW28016213.htm,Diretor,2018-01-17, , , ,No,for more than 2 years, ,2.0,1.0,4.0,0.0,3.0,1.0, ,Yes,No Rating,"Salário alto, bom ambiente de trabalho, cursos no exterior, bom convênio médico e odontologico, escritório pequeno, bons benefícios para diretores","Metas não são claras, centralização na presidente , gerenciamento às vezes confuso, produto difícil, não tem estratégia de gerenciamento de pessoas",Descentralize,Bom para seu desenvolvinento, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW18640263.htm,Research Associate,2018-01-08,Hyderabad,Telangana,India,No,Less than a year,Full-time,3.0,3.0,3.0,3.0,4.0,3.0,Getting Better,Yes,Approve,good place to work for flexibility and freshers,less learning scope and routine work,good management supports to people,good place to work for flexibility and freshers, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW18479785.htm,Associate,2017-12-26,New York,New York State,US,Yes,More than a year,Full-time,3.0,3.0,2.0,4.0,4.0,4.0,Getting Better,Yes,Approve,"Interesting work, high quality corporate environment",below 'wall street average' compensation, ,Associate, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW18374722.htm,Director - Corporate Ratings,2017-12-16, , , ,Yes,More than 10 years,Full-time,2.0,2.0,3.0,1.0,3.0,1.0,Staying the Same,No,Disapprove,"-Good access to c-suite executives at covered industries/companies
-Decent work life balance
-Front office for a credit position
-Work can be interesting","-Completely mismanaged
-Junior staffing model puts a lot of pressure on senior members to cover the weight
-No loyalty - management fires or manages out senior talent who is more expensive for junior analysts who are not equipped to be primary analysts on companies but are given those responsibilities anyways
-Very political and all about managing up to the right people","Value your experienced employees and stop making younger and more junior analysts ""primary"" analysts on companies. It's embarrassing with the issuers and puts tremendous pressure on those left around.",Director - Corporate Ratings, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW18222030.htm,Manager,2017-12-06,Paris,Ile-de-France,France,Yes,More than 3 years,Full-time,4.0,5.0,4.0,3.0,4.0,4.0,Getting Better,Yes,Approve,"Grosse société, beaucoup d'outils, de process.
Tout est structuré.
Les salaries sont bien suivis et evolution possible très rapidement
Environnement international.","parfois impersonnelle, manque de convivialité", ,Belle boîte, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW18187892.htm, ,2017-12-04,New York,New York State,US,No,More than 3 years,Full-time,4.0,4.0,4.0,3.0,4.0,4.0,Getting Better,Yes,No Opinion,"Fast-paced, dedicated team, smart people",Very large and can be difficult to develop new skills,Give employees opportunities to develop,Licensing Director, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW18145387.htm, ,2017-11-30, , , ,Yes, ,Full-time,2.0,2.0,2.0,1.0,3.0,1.0, ,No,No Opinion,"Smart hard-working people, dynamic atmosphere.","Constant flux, layoffs and reorganization due largely to acquisition which replaced all senior management and other layers of staff.  Poor morale.", ,"Lots of Flux, Constant Layoffs", 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW18084686.htm,Analyst,2017-11-27, , , ,No,More than 5 years,Full-time,5.0,4.0,5.0,4.0,5.0,4.0,Staying the Same,Yes,Approve,"- Lots of opportunities
- Salaries are very competitive
- Motivated people
- Good working atmosphere
- Surprisingly working www program","- Dual career path is not working
- Too many mandatory trainings
- Career growth is limited within the team", ,Great place to work, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW18062226.htm,Senior Software Developer,2017-11-26,Islamabad,Islamabad,Pakistan,No,More than 3 years,Full-time,4.0,3.0,3.0,1.0,4.0,3.0,Staying the Same,Yes,No Opinion,"A lot of opportunities for growth.
A very professional environment (with very few exceptions)","Poor management in Pakistan.
Policies are not clear and transparent, so management can do anything they want. They doesn't seem to be answerable to anyone.","Employees get motivated if they see their leaders working hard but if they see their leader setting outside office in a koka (cafe) smoking capstan (cigarette) ALL DAY LONG, what would they think ?
S&P Senior management really need to put a ""check"" on Pakistani management.",A fortune 500 company with Poor Managers in Pakistan, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW17976951.htm, ,2017-11-19,New York,New York State,US,Yes,More than 3 years,Full-time,5.0,5.0,4.0,4.0,5.0,4.0,Getting Better,Yes,Approve,"-Global Company with endless opportunities to grow and develop throughout your career
-Smart people with passion for the work they do
-","-Outdated data platforms
-Highly regulated company
-", ,S&P Global, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW17970326.htm, ,2017-11-18, , , ,No, ,Full-time,5.0,5.0,1.0,1.0,5.0,5.0, , ,No Rating,Great benefits and learning opportunity,compensation needs to be better, ,Great Benefits, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW17926036.htm,Cloud Support Engineer | Automation Developer,2017-11-15,New York,New York State,US,Yes,More than a year,Contract,4.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,"It's very comfortable working with S&P Global, all because of the cool & supporting team. I enjoy my work at the company and it has extra perks like a free fruit a day with occasional Pizza's for lunch, who doesn't love a pizza?",I cannot think of any Cons in this company its that great working here, ,My Current Employer, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW17808639.htm,JRA,2017-11-08,Hyderabad,Telangana,India,No,More than a year,Full-time,5.0,4.0,5.0,5.0,4.0,2.0,Getting Better,Yes,Approve,"Good Salary & benefits
No fresher gets these benefits in any other company",Routine work (depends how you look at it), ,Happy to work with and recommended, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW27158092.htm,Ratings Analyst,2017-11-08,Ciudad de México,México,Mexico,Yes, , ,5.0,4.0,5.0,0.0,4.0,5.0, ,Yes,No Rating,"Es una empresa preocupada por el bienestar de cada uno de sus trabajadores, ofrece mucha flexibilidad y tienes la oportunidad de viajar y conocer a muchos participantes del mercado.","Como fue administrada muchos años por alguien de la ""vieja escuela"", hay ciertos detalles como la falta de ""Viernes Corto"" o de ""Viernes Casual"" que puedes llegar a molestar, aunque nada que te haga sufrir.",Viernes corto y viernes casual!!!,Excelente empleador que trata a los trabajadores como humanos, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW17792638.htm, ,2017-11-08, , , ,No, ,Full-time,5.0,5.0,5.0,5.0,5.0,5.0,Getting Better,Yes,Approve,"The company takes care of its employees so many stay a long time.  Good work life balance, decent salary, good benefits.",Conservative environment but I guess that's financial services in general, ,Great company to work for, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW17766091.htm, ,2017-11-06, , , ,Yes, , ,3.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,"Roles advertised looked very interesting, but were they really available? Easy to apply online, but do applications fall into a black hole?","Roles advertised looked very interesting, but were they really available? The company should use a recruitment process which also allows candidates to view how their application is progressing through the system. There is nothing worse than deadly silence.","Be correct with all applicants and treat your potential future employees with respect. Many of us will be working in your circles, even if not working for you, and we remember and talk.","Applied for several Market Data roles over time, via the recruitment website, but never heard anything back.", 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW17743339.htm, ,2017-11-05, , , ,Yes, ,Full-time,4.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,Good balance of work and life,Depending on the teams and divisions, ,Director, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW17721644.htm,Senior Financial Analyst,2017-11-03,Ahmedabad,Gujarat,India,No,Less than a year,Full-time,1.0,1.0,1.0,1.0,1.0,1.0,Getting Worse,No,Disapprove,Nothing to mention much. They have to improve a lot.,Senior Management does not take care of junior staff,Quit your jobs,Not Good, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW17652979.htm, ,2017-10-31,Hyderabad,Telangana,India,Yes,Less than a year,Full-time,4.0,4.0,4.0,4.0,5.0,4.0,Getting Better,Yes,Approve,Work life balance  and Talented employees,Not observed any cons so far,Please adjust the variable pay part,Senior Software Engineer, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW17638137.htm, ,2017-10-30,London,England,UK,Yes,More than 3 years, ,5.0,5.0,5.0,3.0,5.0,3.0,Getting Better,Yes,No Opinion,Unrivalled life-work balance policies and benefits.,Important changes take forever or do not happen., ,Best companies to work in, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW17586089.htm, ,2017-10-27,Hightstown,New Jersey,US,No,Less than a year,Full-time,5.0,5.0,5.0,5.0,5.0,5.0,Getting Better,Yes,Approve,Great place to work in north jersey,No Cons to speak of, ,HRIS Coordinator, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW17565555.htm,Software Engineer,2017-10-26,Gurgaon,Haryana,India,No,More than 3 years, ,4.0,4.0,4.0,4.0,4.0,4.0, , ,No Rating,to be setteled for life time,noting much but too much parties, ,soft dev, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW17418551.htm,FI,2017-10-18,London,England,UK,Yes,Less than a year,Intern,4.0,5.0,5.0,4.0,5.0,0.0, ,Yes,Approve,The company supplements gym membership which I have been enjoying and provides medical insurance.  Monthly Town Hall meetings ensure every employee is up-to-date with company news.  There are many internal job openings which one can apply to internally whilst interning here.,..... .... ..... ....... ....... ......, ,Happy Intern London, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW17179533.htm,BPM,2017-10-05,London,England,UK,No,More than a year, ,4.0,4.0,4.0,3.0,4.0,3.0,Getting Better,Yes,Approve,"Involve people at all levels
People - centric
Significant contribution to the community",Collegiate approach to decision making means things take a long time to happen,Shorten tome to decisions,Good Company For Which To Work, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW17110305.htm,Rating Analyst,2017-10-01,London,England,UK,No,More than 3 years, ,4.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,"Great Training Opportunities. 
Interesting work and plenty of it.",Bonus structure not great for Junior Employees, ,Rating Analyst, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW17018352.htm,Research Associate,2017-09-25,Hyderabad,Telangana,India,Yes,More than 5 years,Full-time,4.0,3.0,4.0,3.0,3.0,3.0,Getting Better,No,Approve,For the fresher's this is good company to  package.,nothing to say more,N,Y, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW16763348.htm,Credit Analyst Intern,2017-09-11,New York,New York State,US,No, ,Intern,3.0,3.0,3.0,3.0,5.0,3.0,Getting Better,Yes,Approve,"30/hr plus overtime, great work-life balance",credit rating criteria can be very formulaic, ,up and coming program, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW16687948.htm, ,2017-09-06, , , ,Yes, ,Full-time,4.0,5.0,5.0,3.0,5.0,5.0,Staying the Same,Yes,No Rating,Great company to work for with plenty of promotion potential,I would like to see more of the specifics of hat direction the company is headed, ,S & P Global, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW16602325.htm,TA Leader,2017-08-31,Singapore, ,Singapore,No,More than a year,Full-time,2.0,3.0,2.0,1.0,4.0,2.0,Staying the Same,No,No Opinion,If you are analytical and introverted person who likes to get on with his work and not collaborate of need to socialise then it's definitely an option.,"I worked in HR so it was clear that talent and keeping people motivated was never given much consideration.  It's highly risk averse and traditional.  Very US centric, senior management didn't have a clue about asia and didn't really care.","Be sincere about your values and culture, it felt like empty rhetoric.  Do away with the executive floor, it's creates an us and them division and can only add to feelings of superiority and narcissism.",Traditional and not inspiring, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW16515799.htm,Cloud Support Engineer,2017-08-24,New York,New York State,US,Yes,More than a year,Contract,1.0,1.0,1.0,1.0,1.0,1.0,Getting Better,No,No Opinion,"No pros.
office location is good","Lot of cons.
No process,
no structure.
Top management behaves very rude.", ,Bad work environment for Cloud engineer, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW16506998.htm, ,2017-08-24, , , ,Yes, ,Full-time,4.0,4.0,4.0,4.0,5.0,5.0,Getting Better,Yes,Approve,"Good work/life balance and opportunities to work remotely
Competitive salary
Opportunities to travel and train","Work gets bogged down by bureaucracy/compliance
Not enough investment in IT 
Too many managers and courtesy titles", ,Good company that comes with some bureaucracy, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW16476842.htm, ,2017-08-22,Ciudad de México,México,Mexico,Yes, ,Full-time,3.0,5.0,4.0,5.0,5.0,5.0,Getting Better,Yes,Approve,Operations and research teams are super open to help and to share knowledge with the analysts. Communications and interactions with other teams outside operations are efficient and make your overall work experience more enriching. Exposure in the financial industry is also a perk.,"The Mexico City office is very poorly managed from a facilities and HR Standpoint. For some reason office management is extremely biased towards the Ratings business and corporate hasn't done anything about it in quite some years. It is annoying to have to involve upper management to book a meeting room or distribute parking places according to the business needs. In addition, we do not get the same employee benefits as employees in other locations.

Also, bonuses are quite dissapointing.","I would advice corporate to get more involved in the Mexico City office management and HR services

Revise compensation bonuses.",Great Place, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW16458603.htm, ,2017-08-21, , , ,No, ,Full-time,3.0,3.0,4.0,2.0,3.0,3.0,Staying the Same,No,No Opinion,"good pay and benefits, collegial culture, business psuedo-oligopoly, revenue forgives all ills","dysfunctional mgmt with revolving door on executive leaders, excessive politics preventing progress",managerial courage,dysfunctional, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW16444652.htm, ,2017-08-20, , , ,Yes, , ,3.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,"Predictable hours, great team, reasonable work load",No cons to report at the moment, ,Administrative Assistant, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW16408013.htm, ,2017-08-17, , , ,Yes, ,Full-time,3.0,4.0,3.0,3.0,3.0,4.0,Getting Better,Yes,Approve,"Fantastic experience learning the fundamentals of credit analysis
Brand Name company to have on a resume
Ability to have real impact on debt capital markets
Get to meet wit issuers of all kinds of institutions (corporations, governments, etc)","The technology at the company is lacking.
Pay could be better. Small bonus.
Top talent gets stolen away",Invest in the companies technology and do more to retain top analysts,Credit Analyst, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW16378809.htm, ,2017-08-16, , , ,No, ,Full-time,4.0,3.0,4.0,3.0,3.0,3.0, ,Yes,No Rating,Very good and supportive work culture. Management is very supportive.,Underwent restructuring and leaves are very few now as compared to earlier. Monotonous work., ,Good company to work with., 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW16349901.htm,Senior Account Manager,2017-08-14,Hightstown,New Jersey,US,No,More than 5 years,Full-time,4.0,4.0,5.0,4.0,4.0,5.0,Getting Better,Yes,No Opinion,Great people and managers.  Great pay and benfits,No longer have the same great benfits,put yourself in your employees shoes,Great Company to work for!!, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW16262370.htm, ,2017-08-08, , , ,No, ,Full-time,3.0,3.0,0.0,0.0,0.0,0.0, , ,No Rating,"MNC work expouser, work with global platform","Routine work, heavy competition,", ,good, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW16157823.htm, ,2017-08-01,New York,New York State,US,Yes,Less than a year,Contract,4.0,2.0,3.0,3.0,2.0,4.0,Getting Better,Yes,Approve,Never a dull moment.  A lot of great people to work with.,Frequent changes to management team members.,Promoting from within is not a bad thing.  Internal promotion motivates others in thinking that it is possible for them to get to certain position.,IT Consultant, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW16107159.htm,Architect,2017-07-27, , , ,Yes, ,Full-time,5.0,5.0,4.0,4.0,2.0,4.0, , ,Approve,"- company culture
- leadership guidelines
- multicultural
- vast amount of data
- great opportunities within the company","- #1
- #2
- #3
- #4
- #5", ,review, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW16043611.htm, ,2017-07-24, , , ,No, ,Full-time,3.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,Exciting to be part of a major player in the global capital markets.,Not always taken seriously by the other big players because of the sub par quality of work S&P does., ,Mixed, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW15891139.htm, ,2017-07-13, , , ,No, ,Full-time,4.0,3.0,4.0,4.0,4.0,4.0,Getting Better,Yes,Approve,Excellent environment to work in. Big branding,Career growth is slow. Will not be able to progress very fast within the firm., ,Decent company, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW15828568.htm, ,2017-07-10, , , ,No,Less than a year,Full-time,5.0,2.0,2.0,2.0,2.0,5.0,Getting Better,Yes,Approve,Excellent environment and employees care is at priority.,"Career growth is slow. And industry based learning only, no vast experience is there.", ,Good, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW15776074.htm, ,2017-07-06, , , ,Yes, ,Full-time,4.0,1.0,3.0,3.0,5.0,5.0,Staying the Same,No,Approve,"Flexibility, work-life balance and work culture",Lower pay and limited career opportunities,Hike offered on promotions should be good enough.,Best work culture in ahmedabad, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW15775502.htm, ,2017-07-06, , , ,Yes, ,Full-time,3.0,0.0,0.0,0.0,0.0,0.0,Staying the Same,Yes,No Opinion,Good brand to work with. You get voice to share opinions and ideas.,Employee engagement is too high and mandatory. Low room for choices.,Find better and productivity engagements rather than confusing it with entertainment.,Good Company, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW15735473.htm, ,2017-07-03, , , ,Yes, ,Full-time,4.0,3.0,4.0,3.0,4.0,4.0, , ,No Rating,"Great people, good work-life balance","Limited options to move up the ladder, Uninteresting work after a while", ,Good Place to work, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW15731952.htm,Financial Language Editor,2017-07-03,Buenos Aires,Federal Capital,Argentina,No,More than 3 years,Full-time,2.0,1.0,3.0,2.0,4.0,1.0, ,No,No Opinion,"International office environment 
Comfortable working space
Several benefits on top of monthly pay","Very little attention to professional development
Muddled corporate values and emphasis on preferential treatment of complaint (rather than productive/efficient) employees
Redundancy as only route to any change on organisational level",Management needs to take care of its employees or they will continue to bleed talent,Still they have a lot to learn about management..., 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW15665247.htm, ,2017-06-28,London,England,UK,Yes,More than a year, ,3.0,3.0,4.0,3.0,4.0,3.0,Staying the Same,Yes,No Opinion,"- The assets within S&P Global are market leading and this justifies its premium market positioning
- Successfully launched new brand with leverages the 150 year history and moves the company away from publishing
- Good teams can lead to innovative solutions","- Does not invest enough in its market leading brands
- Centralised shared functions and this has led to cutting corners
- Senior management turnover and internal discontent with leadership comms
- Lack of authenticity from leadership","- Be more authentic and honest with employees
- Invest in career development
- Follow through with action on innovation rather than talk",Market leader, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW15647808.htm, ,2017-06-27,New York,New York State,US,No,More than 5 years,Full-time,5.0,5.0,5.0,5.0,5.0,5.0,Getting Better,Yes,Approve,Top people to work with,A very competitive working environment, ,Manager, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW15634853.htm, ,2017-06-26, , , ,Yes, ,Full-time,5.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,"work life balance , good people",bad salary bad bonus late promotion, ,Data Analyst, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW15626200.htm,Content Analyst,2017-06-25,New York,New York State,US,Yes,Less than a year, ,3.0,1.0,0.0,0.0,0.0,0.0, , ,No Rating,good and friendly atmosphere and good facility for employees,no work related to field,nothing,Content Analyst, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW27154725.htm,Gerente De Cuenta Clave,2017-06-21,Ciudad de México,México,Mexico,Yes, , ,5.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,"Buen sueldo, buenas prestaciones, buenos horarios de trabajo, tiene comedor y estacionamiento. Hay oportunidades de crecimiento, es fácil moverse entre áreas o moverse a otras oficinas.","Las oficinas están en santa fe, no me gusta esa zona para trabajar, está muy lejos de todo. La región de Latinoamérica es como un país más para la organización", ,Muy buena empresa, 
S&P Global,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-RVW15456754.htm,SDE2,2017-06-13,Gurgaon,Haryana,India,Yes,More than 3 years, ,4.0,4.0,4.0,3.0,4.0,3.0,Getting Better,Yes,Approve,"good work life balace.
Agile team","Little hike 
Higher management not good in correct decision making",Extra curricular activities,Good place for work life balace, 
